Station number,Station name,Region,Rainfall,Latitude,Longitude,Elevation
9280,LANCELIN (DEFENCE),WA,11.2,-30.84,115.23,3
10075,MOUNT GIBSON,WA,11.2,-29.61,117.41,355
26021,MOUNT GAMBIER AERO,SA,11.2,-37.75,140.77,63
33308,SAMUEL HILL AERO,QLD,11.2,-22.74,150.66,31
86079,MORNINGTON,VIC,11.2,-38.24,145.07,60
91351,GLENGARRY (GINNS ROAD),TAS,11.2,-41.38,146.82,217
8157,CANNA,WA,11.0,-28.90,115.86,340
8316,YALLALIE BASIN,WA,11.0,-30.38,115.85,274
10000,AMERY ACRES,WA,11.0,-31.17,117.07,340
10831,GLENROSE,WA,11.0,-33.48,117.61,330
12083,WESTONIA,WA,11.0,-31.30,118.70,350
18046,LOCK,SA,11.0,-33.57,135.76,147
40761,WOLFFDENE ALERT,QLD,11.0,-27.78,153.19,0
58129,KUNGHUR (THE JUNCTION),NSW,11.0,-28.47,153.25,61
58201,TUNCESTER (LEYCESTER CREEK),NSW,11.0,-28.80,153.24,10
68024,DARKES FOREST (KINTYRE),NSW,11.0,-34.23,150.91,370
74272,KAPOOKA (DEFENCE),NSW,11.0,-35.13,147.25,187
83090,OMEO,VIC,11.0,-37.10,147.60,690
9579,OAKE MARSH FARM,WA,10.9,-33.76,122.07,60
10076,KONNONGORRING,WA,10.8,-31.06,116.73,240
10245,BERRING,WA,10.8,-31.30,116.90,257
22046,EDITHBURGH,SA,10.8,-35.11,137.74,6
51164,GIRILAMBONE (OKEH) AWS,NSW,10.8,-31.08,146.93,178
55046,PINE RIDGE (BILLABONG),NSW,10.8,-31.53,150.44,340
61392,MURRURUNDI GAP AWS,NSW,10.8,-31.74,150.79,729
84145,ORBOST,VIC,10.8,-37.69,148.47,63
90197,MOUNT RICHMOND (BLACKS ROAD),VIC,10.8,-38.15,141.38,131
8121,THREE SPRINGS,WA,10.6,-29.53,115.76,249
8317,ANRO TBRG,WA,10.6,-30.36,116.29,320
10527,BULYEE,WA,10.6,-32.37,117.52,264
23704,BELAIR (STATE FLORA NURSERY),SA,10.6,-35.01,138.65,305
59054,GLENREAGH (CORAMBA STREET),NSW,10.6,-30.05,152.98,67
63028,FAULCONBRIDGE (ST GEORGES CRESCENT),NSW,10.6,-33.69,150.53,460
83032,WHITLANDS (BURDER\'S LANE),VIC,10.6,-36.85,146.32,816
96033,LIAWENEE,TAS,10.6,-41.90,146.67,1057
8310,SOUTH HOLMWOOD ALERT,WA,10.4,-29.03,115.55,260
26067,MOUNT SCHANK (JETHIA),SA,10.4,-37.96,140.77,21
40856,RAINBOW BEACH,QLD,10.4,-25.90,153.09,14
85281,TRARALGON CREEK AT KOORNALLA,VIC,10.4,-38.32,146.53,90
88154,GLENBURN (HIGHWOOD TBRG),VIC,10.4,-37.39,145.48,313
8113,RIVERSIDE,WA,10.2,-27.83,114.74,200
10635,RIVERDALE,WA,10.2,-33.79,116.91,260
18219,PUNTABIE (MUDABIE),SA,10.2,-32.18,134.08,52
48255,LIGHTNING RIDGE AIRPORT,NSW,10.2,-29.45,147.98,164
91223,MARRAWAH,TAS,10.2,-40.91,144.71,107
91331,KENNAOOK/CAPE GRIM,TAS,10.2,-40.68,144.69,86
200288,NORFOLK ISLAND AERO,NSW,10.2,-29.04,167.94,112
8037,COOROW,WA,10.1,-29.88,116.02,267
8013,BOWGADA,WA,10.0,-29.33,116.14,300
10040,DOODLAKINE,WA,10.0,-31.61,117.88,251
10061,HAPPY VALLEY,WA,10.0,-31.14,116.96,300
10503,ARDATH,WA,10.0,-32.05,118.07,280
10627,PINGRUP,WA,10.0,-33.53,118.51,280
10912,YEALERING EAST,WA,10.0,-32.59,117.64,286
11003,EUCLA,WA,10.0,-31.68,128.90,93
31181,BARTLE VIEW ALERT,QLD,10.0,-17.55,145.72,580
40881,AIR SEA RESCUE ALERT,QLD,10.0,-27.95,153.42,3
40945,ROUND MOUNTAIN ALERT,QLD,10.0,-28.07,152.93,62
48031,COLLARENEBRI (ALBERT ST),NSW,10.0,-29.54,148.58,145
55336,NUNDLE (HEAD OF THE PEEL),NSW,10.0,-31.60,151.14,-999
67061,ROSSMORE (SOUTH CREEK),NSW,10.0,-33.94,150.78,-999
90171,PORTLAND AIRPORT,VIC,10.0,-38.31,141.47,81
10092,MERREDIN,WA,9.8,-31.48,118.28,315
64025,COOLAH (BINNIA ST),NSW,9.8,-31.82,149.72,495
70032,FAIRLIGHT STATION,NSW,9.8,-35.23,148.91,610
91271,NUNAMARA OFFTAKE (ST PATRICKS RIVER),TAS,9.8,-41.40,147.30,351
96081,POATINA,TAS,9.8,-41.80,146.96,312
8296,MORAWA AIRPORT,WA,9.6,-29.20,116.02,271
10508,BADGEBUP,WA,9.6,-33.64,117.93,300
10520,BOSCABEL,WA,9.6,-33.66,117.05,260
51165,QUAMBONE STATION COMPARISON,NSW,9.6,-30.93,147.87,155
61209,PUTTY TEA ROOMS,NSW,9.6,-32.96,150.68,280
70242,ARANDA (BINDAGA ST),NSW,9.6,-35.26,149.07,630
82138,WANGARATTA AERO,VIC,9.6,-36.42,146.31,153
82170,BENALLA AIRPORT,VIC,9.6,-36.55,146.00,171
85072,EAST SALE,VIC,9.6,-38.12,147.13,5
85296,MOUNT MOORNAPA,VIC,9.6,-37.75,147.14,480
51042,QUAMBONE STATION,NSW,9.5,-30.93,147.87,152
18023,CUMMINS,SA,9.4,-34.26,135.73,65
40764,GOLD COAST SEAWAY,QLD,9.4,-27.94,153.43,3
48243,LIGHTNING RIDGE VISITOR INFORMATION CENT,NSW,9.4,-29.43,147.97,154
51039,NYNGAN AIRPORT,NSW,9.4,-31.55,147.20,173
68241,ALBION PARK (SHELLHARBOUR AIRPORT),NSW,9.4,-34.56,150.79,8
85279,BAIRNSDALE AIRPORT,VIC,9.4,-37.88,147.57,49
85310,YARRAGON SOUTH,VIC,9.4,-38.27,146.09,413
92045,LARAPUNA (EDDYSTONE POINT),TAS,9.4,-40.99,148.35,20
55066,WALLABADAH (WOODTON),NSW,9.2,-31.62,150.84,640
59151,COFFS HARBOUR AIRPORT,NSW,9.2,-30.32,153.12,4
63292,MOUNT BOYCE AWS,NSW,9.2,-33.62,150.27,1080
68246,BLACKBUTT (TAMMAR PLACE),NSW,9.2,-34.57,150.84,62
79071,APSLEY (POST OFFICE),VIC,9.2,-36.97,141.08,111
83091,JAMIESON LICOLA RD,VIC,9.2,-37.30,146.15,340
84015,ENSAY,VIC,9.2,-37.37,147.84,230
140007,REDLAND (ALEXANDRA HILLS),QLD,9.2,-27.54,153.24,51
300004,MACQUARIE ISLAND,ANT,9.2,-54.50,158.94,6
8050,GERALDTON TOWN,WA,9.0,-28.78,114.61,3
10647,WAGIN,WA,9.0,-33.31,117.34,256
10916,KATANNING,WA,9.0,-33.69,117.61,320
18192,NORTH SHIELDS (PORT LINCOLN AWS),SA,9.0,-34.60,135.88,9
31036,KURANDA RAILWAY STATION,QLD,9.0,-16.82,145.64,340
31185,MILLAA MILLAA ALERT,QLD,9.0,-17.52,145.61,861
32020,MARCO STREET ALERT,QLD,9.0,-17.56,145.96,140
32165,NERADA ALERT,QLD,9.0,-17.53,145.85,43
32166,TUNG OIL ALERT,QLD,9.0,-17.55,145.93,22
35225,CARDBEIGN,QLD,9.0,-24.29,148.11,330
40714,ROUND MOUNTAIN TM,QLD,9.0,-28.07,152.93,44
40836,ONE MILE BRIDGE ALERT,QLD,9.0,-27.63,152.75,0
40875,BUNDAMBA SCHOOL ALERT,QLD,9.0,-27.61,152.81,-999
40931,O\'REILLYS ALERT,QLD,9.0,-28.23,153.14,913
58005,BRAYS CREEK (MISTY MOUNTAIN),NSW,9.0,-28.40,153.17,130
60161,COMBOYNE (PUBLIC SCHOOL),NSW,9.0,-31.61,152.47,617
68217,BARRENGARRY (THE OLD SCHOOL HOUSE),NSW,9.0,-34.69,150.53,105
70346,SUTTON (GOOLABRI DVE),NSW,9.0,-35.19,149.25,655
74148,NARRANDERA AIRPORT AWS,NSW,9.0,-34.71,146.51,145
82128,HURDLE CK AT BOBINAWARRAH,VIC,9.0,-36.51,146.45,-999
84142,GELANTIPY,VIC,9.0,-37.22,148.26,755
96083,THE DEN,TAS,9.0,-41.98,147.05,526
10665,KUKERIN,WA,8.9,-33.19,118.08,315
7139,PAYNES FIND,WA,8.8,-29.27,117.68,339
8290,NORTH ISLAND,WA,8.8,-28.30,113.59,2
9992,CAPEL NORTH,WA,8.8,-33.54,115.55,20
10546,DUMBLEYUNG,WA,8.8,-33.31,117.74,270
10628,QUAIRADING,WA,8.8,-32.01,117.40,250
22023,YORKETOWN,SA,8.8,-35.02,137.60,20
22031,MINLATON AERO,SA,8.8,-34.75,137.53,32
84016,GABO ISLAND LIGHTHOUSE,VIC,8.8,-37.57,149.92,15
84152,MOUNT DELEGATE,VIC,8.8,-37.11,148.90,-999
85007,BALOOK,VIC,8.8,-38.43,146.54,585
85168,BRIAGOLONG,VIC,8.8,-37.83,147.08,68
87184,BREAKWATER (GEELONG RACECOURSE),VIC,8.8,-38.17,144.38,13
91126,DEVONPORT AIRPORT,TAS,8.8,-41.17,146.43,8
92141,GRAY (DALMAYNE RD),TAS,8.8,-41.63,148.23,384
8008,BERKSHIRE VALLEY,WA,8.6,-30.58,116.14,230
8254,KONDUT,WA,8.6,-30.71,116.77,280
9813,MOUNT HOWICK,WA,8.6,-33.73,122.76,110
9815,THE DUKE,WA,8.6,-33.88,122.57,61
14031,CHARLES POINT,NT,8.6,-12.39,130.63,14
35293,HEATHWOOD AL,QLD,8.6,-24.34,148.06,312
40770,ORMISTON COLLEGE,QLD,8.6,-27.52,153.25,37
61282,DORA CREEK (DORA ST),NSW,8.6,-33.09,151.51,1
82029,MILAWA BROWN BROS,VIC,8.6,-36.46,146.43,158
83000,ARCHERTON,VIC,8.6,-36.91,146.24,907
9865,WARRA JARRA,WA,8.4,-34.40,118.89,90
10044,BUNGULLA,WA,8.4,-31.62,117.54,260
10792,GAIRDNER,WA,8.4,-34.23,118.94,180
10866,CRANHAM,WA,8.4,-33.93,117.33,340
32197,INNISFAIL AERODROME,QLD,8.4,-17.56,146.01,12
79103,GRAMPIANS (MOUNT WILLIAM),VIC,8.4,-37.30,142.60,1150
95059,TIM SHEA (SUMMIT),TAS,8.4,-42.72,146.47,925
8072,LATHAM,WA,8.2,-29.76,116.44,290
9822,DALYUP PARK,WA,8.2,-33.78,121.56,30
10055,GABBIN,WA,8.2,-30.80,117.68,340
10534,COLORADO,WA,8.2,-32.48,117.56,270
25557,KEITH (MUNKORA),SA,8.2,-36.11,140.33,27
51160,GILGANDRA (ROSEWOOD),NSW,8.2,-31.70,148.63,288
55245,NUNDLE (KEEVA),NSW,8.2,-31.50,151.03,670
82076,DARTMOUTH RESERVOIR,VIC,8.2,-36.54,147.50,370
82116,MYRRHEE (BOGGY CK AT ANGLESIDE),VIC,8.2,-36.61,146.36,-999
84128,WEERAGUA (CANN RIVER (EAST BRANCH) AT CH,VIC,8.2,-37.36,149.21,240
86074,MITCHAM,VIC,8.2,-37.82,145.19,155
99014,MEMANA (BABEL FARM),TAS,8.2,-40.02,148.18,12
8107,PERENJORI,WA,8.1,-29.44,116.29,290
8002,BALLIDU,WA,8.0,-30.60,116.77,300
8307,COOLANGATTA ALERT,WA,8.0,-28.89,115.44,260
10073,KELLERBERRIN,WA,8.0,-31.62,117.72,250
10135,WIALKI,WA,8.0,-30.49,118.13,390
10192,JOURERDINE,WA,8.0,-30.55,118.28,435
14801,HUMBERT RIVER,NT,8.0,-16.48,130.62,105
18086,TUMBY BAY,SA,8.0,-34.38,136.10,2
32032,MACKNADE SUGAR MILL,QLD,8.0,-18.59,146.25,8
32109,UPPER MURRAY TM,QLD,8.0,-18.11,145.81,22
32155,CENTRAL MILL TM,QLD,8.0,-17.61,145.98,4
32164,MENAVALE ALERT,QLD,8.0,-17.68,145.89,134
32185,HALIFAX ALERT,QLD,8.0,-18.58,146.28,17
40458,CAPALABA WATER TREAT,QLD,8.0,-27.53,153.18,28
40893,GOOMBOORIAN ALERT,QLD,8.0,-26.06,152.77,80
40932,DARLINGTON ALERT,QLD,8.0,-28.26,153.09,300
59078,PROMISED LAND (BELLINGEN (CRYSTAL CREEK),NSW,8.0,-30.35,152.90,105
61418,BARRINGTON TOPS (MOUNT BARRINGTON),NSW,8.0,-32.04,151.40,1549
61419,MOUNT PALMER,NSW,8.0,-31.83,150.35,1050
66161,HOLSWORTHY AERODROME AWS,NSW,8.0,-33.99,150.95,68
66211,WAHROONGA (ADA AVENUE),NSW,8.0,-33.72,151.11,184
68159,WEDDERBURN (BOOALBYN),NSW,8.0,-34.17,150.81,250
68224,ROBERTSON (THE PIE SHOP),NSW,8.0,-34.59,150.63,735
73151,TEMORA AIRPORT,NSW,8.0,-34.43,147.51,281
74127,WAGGA WAGGA (GURWOOD STREET),NSW,8.0,-35.11,147.36,180
85307,JEERALANG NORTH,VIC,8.0,-38.35,146.44,606
85309,MOE SOUTH,VIC,8.0,-38.22,146.25,365
88166,PUCKAPUNYAL WEST (DEFENCE),VIC,8.0,-37.02,144.85,293
18044,KYANCUTTA,SA,7.9,-33.13,135.55,59
9519,CAPE NATURALISTE,WA,7.8,-33.54,115.02,109
26091,COONAWARRA,SA,7.8,-37.29,140.83,57
56239,WILSONS DOWNFALL,NSW,7.8,-28.70,152.10,970
57114,BARYULGIL (CLARENCE RIVER),NSW,7.8,-29.20,152.60,-999
61372,BLANDFORD (PAGES RIVER),NSW,7.8,-31.80,150.93,450
63061,TRUNKEY (OLD POST OFFICE),NSW,7.8,-33.82,149.32,840
72152,ARGALONG (SANDY CREEK),NSW,7.8,-35.32,148.43,700
97072,STRAHAN AERODROME,TAS,7.8,-42.16,145.29,21
8240,COOLANGATTA,WA,7.7,-28.91,115.51,270
22803,CAPE WILLOUGHBY,SA,7.6,-35.84,138.13,55
32037,SOUTH JOHNSTONE EXP STN,QLD,7.6,-17.61,146.00,18
51161,COONAMBLE AIRPORT AWS,NSW,7.6,-30.98,148.38,181
53002,BARADINE FORESTRY,NSW,7.6,-30.95,149.07,302
60067,UPPER PAPPINBARRA (HILLCREST),NSW,7.6,-31.28,152.43,220
72150,WAGGA WAGGA AMO,NSW,7.6,-35.16,147.46,212
10143,YGNATTERING,WA,7.5,-31.42,117.27,295
67111,NORTH PARRAMATTA (BURNSIDE HOMES),NSW,7.5,-33.79,151.02,50
8318,MINDALLA TBRG,WA,7.4,-30.42,116.46,300
10536,CORRIGIN,WA,7.4,-32.33,117.87,295
32191,HAWKINS CREEK,QLD,7.4,-18.59,146.07,26
39314,SEVENTEEN SEVENTY,QLD,7.4,-24.16,151.89,41
61041,MORISSET (BALCOLYN (BAY STREET)),NSW,7.4,-33.10,151.55,10
82147,MERTON (ENDERLEE),VIC,7.4,-36.92,145.68,495
85308,THORPDALE PEAK,VIC,7.4,-38.31,146.21,360
89003,BALMORAL (POST OFFICE),VIC,7.4,-37.25,141.84,180
92111,UPPER ESK (SOUTH ESK RIVER),TAS,7.4,-41.43,147.72,362
55325,TAMWORTH AIRPORT AWS,NSW,7.2,-31.07,150.84,395
70308,TORRENS (DARKE ST),NSW,7.2,-35.38,149.09,653
73014,GRENFELL (MANGANESE RD),NSW,7.2,-33.89,148.15,390
79109,PATYAH (BOOROOPKI COMPARISON),VIC,7.2,-36.81,141.26,139
85289,MURDERERS HILL,VIC,7.2,-37.85,146.56,720
85314,EAST SALE AIRPORT,VIC,7.2,-38.10,147.14,5
91263,CORRA LINN (NORTH ESK RIVER),TAS,7.2,-41.49,147.23,41
92120,ST HELENS AERODROME,TAS,7.2,-41.34,148.28,48
92123,SWAN ISLAND,TAS,7.2,-40.73,148.13,15
7081,THUNDELARRA,WA,7.0,-28.89,117.13,353
7103,NEDS CREEK,WA,7.0,-25.48,119.65,600
8297,DALWALLINU,WA,7.0,-30.28,116.67,325
9789,ESPERANCE,WA,7.0,-33.83,121.89,25
10149,CODG CODGEN,WA,7.0,-31.34,117.82,320
10568,HYDEN,WA,7.0,-32.44,118.90,299
18012,CEDUNA AMO,SA,7.0,-32.13,133.70,15
23876,MCLAREN VALE (PIRRAMIMMA WINERY),SA,7.0,-35.23,138.54,55
32152,TUNG OIL TM,QLD,7.0,-17.55,145.93,9
32160,CENTRAL MILL ALERT,QLD,7.0,-17.61,145.98,25
32162,CRAWFORDS LOOKOUT ALERT,QLD,7.0,-17.62,145.80,338
33312,HEDLOW AIRFIELD TM,QLD,7.0,-23.22,150.61,30
40089,GOOMBOORIAN,QLD,7.0,-26.06,152.79,94
40904,RAILWAY BRIDGE ALERT,QLD,7.0,-25.28,152.51,10
40907,HOWARD ALERT,QLD,7.0,-25.33,152.56,10
40938,BROMFLEET ALERT,QLD,7.0,-27.91,153.10,28
43075,MUNNAWEENA,QLD,7.0,-25.80,147.95,424
54153,CARODA (PALEROO),NSW,7.0,-30.12,150.13,488
55202,GUNNEDAH AIRPORT AWS,NSW,7.0,-30.95,150.25,263
55262,OGUNBIL (AMAROO),NSW,7.0,-31.35,151.32,585
57091,URALLA (BLUE NOBBY),NSW,7.0,-30.72,151.85,1067
58222,MINNIE WATER (PUMP SHED),NSW,7.0,-29.78,153.26,30
60015,GLOUCESTER POST OFFICE,NSW,7.0,-32.01,151.96,105
60104,NOWENDOC (GREEN HILLS),NSW,7.0,-31.41,151.60,1130
61195,MURRURUNDI (TIMOR),NSW,7.0,-31.77,151.08,415
63081,FAULCONBRIDGE (GREAT WESTERN HWY),NSW,7.0,-33.69,150.55,428
65111,COWRA AIRPORT AWS,NSW,7.0,-33.84,148.65,300
79099,EDENHOPE AIRPORT,VIC,7.0,-37.02,141.27,155
82090,DEDERANG,VIC,7.0,-36.48,147.03,261
82162,ROSEWHITE FLD,VIC,7.0,-36.58,146.82,253
97000,CAPE SORELL,TAS,7.0,-42.20,145.17,19
85030,BOOLARRA SOUTH,VIC,6.9,-38.41,146.30,235
4004,BAMBOO CREEK,WA,6.8,-20.93,120.21,250
10031,YORKRAKINE TBRG,WA,6.8,-31.37,117.59,300
10124,NANGEENAN,WA,6.8,-31.52,118.17,280
10584,KULIN,WA,6.8,-32.67,118.15,310
35292,DUCABROOK AL,QLD,6.8,-23.85,147.40,334
48027,COBAR MO,NSW,6.8,-31.48,145.83,260
50144,DANDALOO (HAZELBROOK) COMPARISON,NSW,6.8,-32.38,147.73,209
52023,PILLIGA POST OFFICE,NSW,6.8,-30.35,148.88,162
82154,SEVEN CREEKS AT D/S POLLY MCQUINNS WEIR,VIC,6.8,-36.89,145.68,440
86104,SCORESBY RESEARCH INSTITUTE,VIC,6.8,-37.87,145.26,80
86361,CERBERUS,VIC,6.8,-38.36,145.18,13
88059,TRENTHAM,VIC,6.8,-37.37,144.31,695
23817,ALDGATE,SA,6.7,-35.02,138.74,442
7017,CUE,WA,6.6,-27.43,117.89,453
10531,CHERRY TREE,WA,6.6,-33.70,117.27,295
10729,CHILLINUP,WA,6.6,-34.34,118.63,104
46115,TILPA (TREVALLYN),NSW,6.6,-31.39,144.04,90
75178,MERRIWAGGA (OLD SCHOOL CARAVAN PARK) COM,NSW,6.6,-33.81,145.63,179
82084,BOHO (HONEYSUCKLE CK U/S VIOLET TOWN),VIC,6.6,-36.71,145.76,330
86072,MONBULK (SPRING ROAD),VIC,6.6,-37.88,145.42,-999
90060,NULLAWARRE,VIC,6.6,-38.47,142.75,55
10007,BENCUBBIN,WA,6.5,-30.81,117.86,359
13044,WILUNA AERO,WA,6.4,-26.63,120.22,502
26007,FRANCES,SA,6.4,-36.71,140.96,103
35205,WOORARRA,QLD,6.4,-24.02,147.92,288
55044,BOGGABRI (RETREAT),NSW,6.4,-30.70,150.28,302
59007,KEMPSEY AIRPORT AWS,NSW,6.4,-31.07,152.77,13
60128,NUNDLE (BARRY (BARNARD RIVER)),NSW,6.4,-31.58,151.32,610
61366,NORAH HEAD AWS,NSW,6.4,-33.28,151.58,19
90183,HAINES JUNCTION (MOUNT SABINE),VIC,6.4,-38.63,143.73,583
92114,FRIENDLY BEACHES,TAS,6.4,-42.00,148.28,55
92144,MONAMETA (MATHINNA RD),TAS,6.4,-41.55,147.99,250
88067,YEA,VIC,6.3,-37.22,145.43,196
90063,PENSHURST (POST OFFICE),VIC,6.3,-37.88,142.29,233
10011,BONNIE ROCK,WA,6.2,-30.47,118.38,430
10911,LAKE GRACE,WA,6.2,-33.10,118.46,286
32117,ALLINGHAM FORREST DRIVE,QLD,6.2,-18.69,146.30,10
55309,DUNGOWAN (GLENDOWER MOUNTAIN (LECONFIELD,NSW,6.2,-31.15,151.23,1050
55337,CRAWNEY MOUNTAIN,NSW,6.2,-31.59,151.00,1444
60013,FORSTER - TUNCURRY MARINE RESCUE,NSW,6.2,-32.18,152.51,4
61024,GRESFORD POST OFFICE,NSW,6.2,-32.43,151.54,85
64027,COONABARABRAN (BARINA -TM),NSW,6.2,-31.31,149.20,615
66124,PARRAMATTA NORTH (MASONS DRIVE),NSW,6.2,-33.79,151.02,55
79011,EDENHOPE (ELIZABETH ST),VIC,6.2,-37.03,141.28,159
80091,KYABRAM,VIC,6.2,-36.34,145.06,105
85021,MOUNT USEFUL,VIC,6.2,-37.70,146.52,1440
98000,CITY OF MELBOURNE BAY,TAS,6.2,-40.01,144.11,18
91236,WESTBURY (BIRRALEE ROAD),TAS,6.1,-41.51,146.83,186
10145,YORKRAKINE,WA,6.0,-31.38,117.59,300
10151,HINES HILL,WA,6.0,-31.53,118.10,270
15635,YULARA AIRPORT,NT,6.0,-25.19,130.97,492
23887,KUITPO FOREST RESERVE,SA,6.0,-35.17,138.68,365
26099,NARACOORTE AERODROME,SA,6.0,-36.98,140.73,50
26107,WILLALOOKA (NIOKA),SA,6.0,-36.44,140.34,41
32163,INNISFAIL WHARF ALERT,QLD,6.0,-17.52,146.03,10
40417,MIAMI BARDON AVE,QLD,6.0,-28.07,153.42,5
40738,BROMFLEET TM,QLD,6.0,-27.91,153.11,28
40790,MT GRAVATT ALERT,QLD,6.0,-27.54,153.06,195
40873,HARDING STREET ALERT,QLD,6.0,-27.64,152.79,-999
44223,DERBYSHIRE DOWNS,QLD,6.0,-25.45,147.30,507
55016,DANGLEMAH (RUTHERGLEN),NSW,6.0,-31.00,151.23,655
59032,TAYLORS ARM,NSW,6.0,-30.78,152.70,80
59122,BELLBROOK (MACLEAY RIVER),NSW,6.0,-30.82,152.51,70
59131,MILLBANK,NSW,6.0,-30.88,152.61,70
60065,WOOTTON,NSW,6.0,-32.29,152.30,-999
60162,COOPLACURRIPA (HAWKINS RD),NSW,6.0,-31.59,151.83,-999
63283,HAMPTON (BINDO),NSW,6.0,-33.70,150.03,1095
66011,CHATSWOOD BOWLING CLUB,NSW,6.0,-33.80,151.18,-999
67119,HORSLEY PARK EQUESTRIAN CENTRE AWS,NSW,6.0,-33.85,150.86,100
68216,MENANGLE BRIDGE (NEPEAN RIVER),NSW,6.0,-34.12,150.74,-999
70351,CANBERRA AIRPORT,NSW,6.0,-35.31,149.20,577
81049,TATURA INST SUSTAINABLE AG,VIC,6.0,-36.44,145.27,114
82148,TOO ROUR (MOROKO PARK),VIC,6.0,-36.83,145.85,590
85276,AVON RIVER @ THE CHANNEL,VIC,6.0,-37.80,146.88,-999
85293,CAPE LIPTRAP (ILLAWONG),VIC,6.0,-38.90,145.94,95
88010,WILLOWMAVIN (AVALON STATION),VIC,6.0,-37.25,144.86,381
10643,TAMBELLUP,WA,5.8,-34.04,117.64,260
